Paper_ID,DOI,Role,Figure_number,PDF_page,Figure_types,Caption_excerpt,Caption_word_count,Source_status,Panel_count_estimated,Column_span,Text_density
P015,10.1109/tai.2025.3607790,A,6,10,UNCLASSIFIED,Trajectories of followers and leaders.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P015,10.1109/tai.2025.3607790,A,7,10,UNCLASSIFIED,Curves of cluster consensus tracking errors.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P015,10.1109/tai.2025.3607790,A,8,10,UNCLASSIFIED,Curves of the norms of control inputs ui.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,1,5,UNCLASSIFIED,Laser-Charged UA V data collection and rechargeable SN for agricul-,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,2,10,UNCLASSIFIED,MA-DDQN-based Network.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,3,10,UNCLASSIFIED,Logical network topology diagram.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,4,12,QUANTITATIVE_RESULT,Convergence performance with a) loss value and b) memory batch,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,5,12,QUANTITATIVE_RESULT,Performance training includes: a) Data delivery capacity of the UA V,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,6,13,TRAJECTORY,Trajectory path planning: a) Data collection time with 10 UA Vs,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,7,14,TRAJECTORY; QUANTITATIVE_RESULT,Performance for Trajectory Path: (a) Task completion time for the number of agents (b) Lifetime of sensor nodes (c) UA V charging energy over time.,25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P016,10.1109/tase.2025.3558945,A,8,14,QUANTITATIVE_RESULT,The performance evaluation of the proposed method compared to conventional algorithms is presented in terms of: (a) Task completion time versus,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,1,5,UNCLASSIFIED,"ConsDRED-SMPC: (i) a wind estimator, i.e., VID-Fusion [20]; (ii) an",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,2,11,PROBLEM; SCENARIO,The simulation scenario: both reference trajectories with/without,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,3,11,UNCLASSIFIED,(b).,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,4,12,SENSITIVITY; ROBUSTNESS,"The robustness of different hyperparameters - i.e., the tolerance τ c",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,5,13,QUANTITATIVE_RESULT,"Simulation tracking performance assessed with variance measurement: the external force estimation e f (m/s2), linear velocity ∥V B ∥2, acceleration",20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,6,13,QUANTITATIVE_RESULT,"Simulation result from one run: the external force estimation e f , the control input Ty (expressed in the body frame), and tracking position error (m).",26,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,7,14,PROBLEM; SCENARIO; REAL_WORLD,Real-world Scenario 1: tracking trajectories under external forces,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,8,15,PROBLEM; SCENARIO; REAL_WORLD,Real-world Scenario 2: tracking trajectories around the static (no,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P017,10.1109/tase.2024.3432405,A,9,15,PROBLEM; SCENARIO; REAL_WORLD,Real-world Scenario 3: tracking trajectories under external forces,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,1,3,UNCLASSIFIED,The schematic of the multi-agent system for CA V control.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,2,4,UNCLASSIFIED,Illustration of centralized training with decentralized execution,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,3,4,UNCLASSIFIED,Illustration of decentralized training with decentralized execution,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,4,7,PROBLEM; SCENARIO,One-dimensional cooperation scenarios: the case of platooning control.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,5,9,PROBLEM; SCENARIO,Two-dimensional cooperation scenario.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,6,10,PROBLEM; SCENARIO,Three-dimensional cooperation scenarios: (a) Tra ﬃc Signal Coordination; (b) Merging on-ramps;(c) Unsignalized intersections.,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P018,10.1109/tase.2025.3574280,A,7,14,PROBLEM; SCENARIO,Representative scenarios in di ﬀerent simulators: (a) SUMO [159]; (b) CityFlow [160]; (c) SMARTS [161]; (d) MetaDrive [120]; (e) CARLA [162];,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,5,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,1,4,SYSTEM_OVERVIEW,System architecture diagram of the integrated approach using improved,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,2,4,UNCLASSIFIED,"(a) Traditional A ∗ algorithm, and (b) improved A ∗ algorithm.",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,3,4,TRAJECTORY,"After the DP algorithm, the optimized path is shown",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,4,4,TRAJECTORY; QUANTITATIVE_RESULT,Schematic before and after comparison of path optimization based on,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,5,5,TRAJECTORY; QUANTITATIVE_RESULT,Simulation results after smoothing with B-splines: (a) the path,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,6,5,UNCLASSIFIED,"Ackermann kinematic model: (a) Ackerman steering mechanism, and",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,7,6,UNCLASSIFIED,Fuzzy dynamic window approach system.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,8,7,UNCLASSIFIED,The ﬂowchart of the fusion algorithm.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,9,7,METHOD_FRAMEWORK,Framework diagram of adaptive Fuzzy PID controller.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,10,9,TRAJECTORY; QUANTITATIVE_RESULT,"Global path planning results for six algorithms: (a) RRT, (b) RRT ∗,",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,11,10,TRAJECTORY; QUANTITATIVE_RESULT,Local path planning results for ﬁve algorithms: (a) simulation,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,12,10,UNCLASSIFIED,"(a) The course angle changes of TEB and reference [13], and",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,13,11,TRAJECTORY; QUANTITATIVE_RESULT,"(a) The results of trajectory tracking simulation, and (b) the tracking",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,14,11,TRAJECTORY,"(a) The experimental scene, and (b) the moving trajectory.",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P019,10.1109/tase.2026.3653413,A,15,11,UNCLASSIFIED,Linear velocity proﬁles of the vehicle.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,1,4,PROBLEM; SCENARIO,Overview of the agents trainer architecture: blue solid arrows denote the single forward training ﬂow A→ B → C → D (Task → Scenario → Reward,26,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,2,4,UNCLASSIFIED,Workﬂow of the task agent.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,3,4,PROBLEM; SCENARIO,Workﬂow of the scenario agent.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,4,5,UNCLASSIFIED,Workﬂow of the reward agent.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,5,5,UNCLASSIFIED,Workﬂow of the training agent.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,6,5,UNCLASSIFIED,Workﬂow of the Eval agent.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,7,6,UNCLASSIFIED,Workﬂow of the evolution agent.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,8,8,ABLATION,Ablation study on QuadSwarm.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,9,9,QUANTITATIVE_RESULT; SENSITIVITY; ROBUSTNESS,"Results of (a) sensitivity analysis, (b) robustness analysis, and (c) resource cost.",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,10,9,METHOD_FRAMEWORK,Multi-granularity Sim2Real pipeline. (A) obtain observations in,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,11,11,SCENARIO,Illustrations of experimental environments. Left to right:,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,12,11,UNCLASSIFIED,Agents trainer vs. MARL baselines on MPE: SR learning curves,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,13,11,UNCLASSIFIED,Agents Trainer vs. reward generation baselines on MPE: SR learning,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,14,12,UNCLASSIFIED,Agents trainer vs. baselines on the QuadSwarm simulator: SR,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,15,13,QUALITATIVE_RESULT,QuadSwarm positions and trails from real rollouts. Rows correspond to tasks; columns show time-ordered snapshots at selected timestamps. Disks,19,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P020,10.1109/tase.2026.3689345,A,16,13,QUALITATIVE_RESULT,Shape Assembly on hardware: six snapshots from init to “A-G-E-,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,1,2,UNCLASSIFIED,Illustration of UA V rescue operations.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,2,3,UNCLASSIFIED,The yaw and pitch angles.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,3,3,UNCLASSIFIED,UA V state.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,4,5,PROBLEM; SCENARIO,Unreachable target problem in a 3D environment.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,5,6,METHOD_FRAMEWORK,Framework of TD3 algorithm.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,6,7,METHOD_FRAMEWORK,The framework of the proposed algorithm.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,7,8,UNCLASSIFIED,illustrates the ﬂight trajectories of ﬁve algorithms.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,8,9,TRAJECTORY; QUANTITATIVE_RESULT,Navigation performance((a)success rate; (b)path length; (c)path,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,9,10,UNCLASSIFIED,Reward functions for ﬁve algorithms((a) one random seed; (b) 10,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,10,10,TRAJECTORY; QUANTITATIVE_RESULT,Path length comparison((a) Path length comparison in a dense obsta-,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,11,11,SCENARIO,Navigation trajectories in a dense obstacle environment((a) Top-down,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,12,10,TRAJECTORY,illustrates paths in the expanded ﬂight area sce-,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,13,11,SCENARIO,Navigation trajectories in a dynamic environment.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,14,11,TRAJECTORY,depicts the distinct ﬂight paths of three UA Vs in,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,15,12,UNCLASSIFIED,Simulated navigation trajectories.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,16,12,UNCLASSIFIED,Trajectories shown in satellite imagery.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P021,10.1109/tase.2025.3601665,A,17,12,SCENARIO,Overhead view in real environment.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,1,2,UNCLASSIFIED,A set of robotic flexible fixtures working with a serial manipulator,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,2,4,QUANTITATIVE_RESULT,Comparison between the architecture of a centralized multi-agent reinforcement learning (LEFT) and the decentralized multi-agent reinforcement,16,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,3,6,UNCLASSIFIED,The multi-variable Gaussian reward function. The values of dx and,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,4,7,SCENARIO,An outline of the training process for the multi-robot fixture planner. Each agent policy φ maps an action to a drilling position based on the joint,26,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,5,8,PROBLEM; SCENARIO; QUANTITATIVE_RESULT,Results from the n-player game scenario for the wing panel: (a) An equilibrium plot for the 2-player game that demonstrates the existence of,23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,6,8,QUANTITATIVE_RESULT,"Results of the training and evaluation of the wing panel multi-agent fixture planner, the top row being training results and bottom row being evaluation",24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,7,9,UNCLASSIFIED,(a) Representative model of the wing spar used in experimentation;,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,8,10,QUANTITATIVE_RESULT,Results of the training and evaluation of the front spar multi-agent fixture planner:(a) The episodic return at training time; (b) number of holes within,24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P022,10.1109/tase.2024.3424677,A,9,10,UNCLASSIFIED,Representative model of the wing spar model used in the experimen-,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,1,1,UNCLASSIFIED,A dynamical dependency graph illustrating the entangled dynamics,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,2,6,QUALITATIVE_RESULT,Snapshots of the simulation of decentralized time-varying leader-follower formation control in Section IV-A. The twelve follower robots are,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,3,6,UNCLASSIFIED,The evolution of the total PE-TVCF of the follower robots defined,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,4,6,UNCLASSIFIED,The evolution of the PE-TVCF for each follower robot defined in,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,5,7,QUALITATIVE_RESULT,Snapshots of the physical experiment of decentralized coverage control for time-varying density distribution in Section IV-B. Each robot is in,20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,6,7,UNCLASSIFIED,The evolution of the total PE-TVCF defined in Section IV-B with,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,7,8,SCENARIO; QUALITATIVE_RESULT,Snapshots of the physical experiment for safe formation navigation in a dense environment in Section IV-C. The magenta lines represent the,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P023,10.1109/tcns.2026.3722606,A,8,8,UNCLASSIFIED,The evolution of the total PE-TVCF of the follower robots defined,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P024,10.1109/tcns.2026.3697318,A,1,2,UNCLASSIFIED,(1a) The attacker deviates the red robot into a forbidden,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P024,10.1109/tcns.2026.3697318,A,2,3,SCENARIO,(2a) Illustration of a 3 robot map exploration task case.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P024,10.1109/tcns.2026.3697318,A,3,4,TRAJECTORY,"(3a) The black line is the planned trajectory, q1 and q2",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P024,10.1109/tcns.2026.3697318,A,4,6,TRAJECTORY,Trajectory design of a three-robot system based on the,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
